"Business Objects for: "	Lead and Opportunity Management
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Class	CustomerRelationshipLifecyclePhase	""	""	"A stage of a customer relationship, such as lead, prospect, and full-blown customer."	""
Class	CustomerRelationshipLifecyclePhase	PartyRelationshipLifecyclePhase	""	"Specifies a series of stages that characterize the course of existence of a party relationship in a specific context."	""
Class	CustomerRelationship	""	""	"A specific relationship between a specific Bank (= party acting as a supplier of banking services) and one or more other involved parties acting as (potential) consumers of banking services as agreed in one or more banking product or service offerings and/or agreements."	""
Class	CustomerRelationship	BankingRelationship	""	"A specific Relationship (= an instance of a Relationship Class) between a specific party acting as the Bank and one or more other specific involved Parties.. A Relationship is a logical unit of collaboration between two or more involved Parties."	""
Class	CustomerRelationship	PartyRelationship	""	"A relationship between two or more parties; the parties involved are specified in terms of the roles they play in the relationship.. . A Party Relationship is a connection between an instance of a Party and two or more instances of associated objects in the relationship."	""
Class	SalesLead	""	""	"Phase in a customer relationship in which a party has been identified as a possible target for a sale. "	""
Attribute	SalesLead	""	LeadOrigin	"The origin of the lead, such as walk-in, solicitation, referral etc."	String
Attribute	SalesLead	""	LeadDescription	"A description of lead/opportunity generated by the customer campaign"	String
Class	SalesLead	CustomerRelationshipLifecyclePhase	""	"A stage of a customer relationship, such as lead, prospect, and full-blown customer."	""
Class	PartyRelationshipLifecyclePhase	""	""	"Specifies a series of stages that characterize the course of existence of a party relationship in a specific context."	""
Attribute	PartyRelationshipLifecyclePhase	""	Description	""	String
Attribute	PartyRelationshipLifecyclePhase	""	IsCurrentPhase	"Specifies whether the phase is the current phase of the party relationship."	String
Attribute	PartyRelationshipLifecyclePhase	""	PhaseName	"The name of the phase of the relationship, such as prospect, contracted, on-board, etc."	String
Attribute	PartyRelationshipLifecyclePhase	""	PhaseStatus	""	String
Attribute	PartyRelationshipLifecyclePhase	""	PhasePeriod	"The period of time during which the phase was the current phase of the party relationship."	String
Class	Campaign	""	""	"A series of organized actions which are done for one purpose.. . A systemic course of actions formulated to achieve defined objectives.. . campaign. BusinessDictionary.com. Retrieved August 23, 2018, from BusinessDictionary.com website: http://www.businessdictionary.com/definition/campaign.html"	""
Attribute	Campaign	""	CampaignType	"Type of campaign."	String
Attribute	Campaign	""	CampaignVersion	"The version of campaign."	String
Attribute	Campaign	""	CampaignDescription	""	String
Attribute	Campaign	""	CampaignPeriod	""	String
Class	CustomerRelationshipInvolvement	""	""	"A specific role of a specific Party in the specific Customer Relationship."	""
Attribute	CustomerRelationshipInvolvement	""	CustomerRelationshipInvolvementType	"A Functional Classification Hierarchy that distinguishes between roles/responsibilities involved in the customer relationship like Customer, Supplier/Bank, the relationship manager. "	String
Class	CustomerRelationshipInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	BankingProduct	""	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Attribute	BankingProduct	""	ProductIdentification	"The identifier of product e.g. ISIN Code."	ProductIdentification
Attribute	BankingProduct	""	ProductType	"Specifies the category/type/class of product like financial product. Product can be categorized according to different perspectives.  "	BankingProductType
Attribute	BankingProduct	""	ProductLifecycleStatus	"Refers to the lifecycle of a product (e.g., initiated, announced, active, obsolete, withdrawn)."	ProductLifecycleStatus
Attribute	BankingProduct	""	ProductPriority	""	String
Attribute	BankingProduct	""	ProductDescription	"A detailed explanation or commentary of product."	String
Attribute	BankingProduct	""	ProductVersion	""	String
Class	BankingProduct	FinancialInstrument	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Class	CustomerContact	""	""	"An (structured) interaction between a customer and a financial institution.. "	""
Attribute	CustomerContact	""	ContactType	""	String
Attribute	CustomerContact	""	ContactDateTIme	"The start and end date times for the contact"	String
Attribute	CustomerContact	""	ContactLocation	""	String
Attribute	CustomerContact	""	ContactSchedule	"The schedule of past and planned customer contacts"	String
Attribute	CustomerContact	""	ContactResult	"The interpreted result of the contact (e.g. completed, customer terminated, timed-out)"	String
Attribute	CustomerContact	""	ContactPurpose	"The reason and or purpose for the contact (e.g. review, issue, product sales, advice, customer enquiry)"	String
Attribute	CustomerContact	""	ContactDevice	""	String
Attribute	CustomerContact	""	ContactIndicator	"Indicates whether this is an inbound or outbound contact (inbound is customer initiated, outbound is servicing resource initiated)."	String
Attribute	CustomerContact	""	ContactContent	""	String
Class	CustomerContact	CustomerEvent	""	"Event related to a specific Customer or Customer Relationship. "	""
Class	PartyRelationship	""	""	"A relationship between two or more parties; the parties involved are specified in terms of the roles they play in the relationship.. . A Party Relationship is a connection between an instance of a Party and two or more instances of associated objects in the relationship."	""
Attribute	PartyRelationship	""	RelationshipType	""	String
Attribute	PartyRelationship	""	RelationshipValidityPeriod	""	String
Class	SalesLeadManagement	""	""	"A set of work tasks for lead/opportunity management."	""
Class	SalesLeadManagement	Procedure	""	"A step-by-step sequence of activities or course of action to perform a supporting office activity within the enterprise.. . A procedure is a series of steps, taken together, to achieve a desired result. . . Procedure as Generic Artifact: The performance of a supporting office activity within the enterprise (not product/service fulfillment specific)"	""
Class	Workstep	""	""	"A course of action must be followed to execute the procedure. . . Worksteps as Behaviour Qualifier Type: The main worksteps to be followed in the execution of the procedure"	""
Attribute	Workstep	""	WorkstepResult	""	String
Attribute	Workstep	""	WorkstepType	"A Classification value that distinguishes between the type of workstep undertaken within Procedure"	WorkstepType
