"Business Objects for: "	Fraud Diagnosis
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Class	Account	""	""	"A measuring state on which movements in value or amounts of assets, rights and obligations are registered.. . Comment: . It is a bookkeeping instrument holding the amount or value of something by registering the movements in plus and min when events happen which have an impact on the position.. The term "account" is usually associated to an accounting or bookkeeping concept to hold the financial or stock state of a business concept. An account will typically group the debit and credit entries for a specific aspect of the business resulting from transactions,. Often accounts are represented as a T-account which is a visual aid used to depict an account. Above the top portion of the T would be the account title. On the left-side of the base of the T would be any debit amounts; on the right-side would be the credit amounts.. A commonly used bookkeeping method is the double-entry method. This means that every transaction has at least 2 movements. If a customer pays 100 € in cash, there is. a decrease in the amount that the customer owes to the company (the customer position is decreased). an increase in the amount that the company has in cash (the cash position is increased). . An account can be assigning to one or more ledgers. A ledger is a group of accounts for a certain purpose. If there is need for multiple ledgers because of multiple purpose, an account can perfectly well assigned to multiple ledgers. When Ledgers are in real physical books, this is not possible. When ledgers are digital, accounts can be grouped into multiple groups at the same time. This practice is very rarely taught into courses for accounting, but in digital accounting, it is common practice.. . Examples: . stock account of a shop, cash register, bank account, financial accounting account, customer account, supplier account, .... Bank Account BE12 1234 5678 9012: is an individual banking account. Accounts Payable, is a collective account keeping the balance of the amounts to pay by the organisation to its suppliers. The balance is the result of the financial movements related to suppliers. This account is managed usually in a General Ledger . Supplier Account X, is an individual account keeping the balance of the amounts to pay by the organisation to an individual supplier. The balance is the result of the financial movements related to an individual supplier. This account is managed usually in a sub-ledger.. Stock Account x, is an individual account keeping the balance of the amounts in stock of a specific good.. A payment service to take fund out of an account. "	""
Attribute	Account	""	AccountStatus	"A characteristic of account which refers to the LifecycleStatus of account like opened, closed, blocked, etc."	String
Attribute	Account	""	AccountIdentification	"The identifier of account like Account Number."	AccountIdentification
Attribute	Account	""	AccountDate	"A characteristic of account which refers to LifecycleDate of account (e.g., ClosingDate, OpeningDate, LiveDate, etc.) "	AccountDate
Attribute	Account	""	AccountType	"Specifies the category of account like payment account, loan account, cash account, securities account, etc. "	AccountType
Attribute	Account	""	AccountPurpose	""	Text
Attribute	Account	""	AccountBalance	"The state of the obligations managed on the account, the result of all entries on the account.. . Numerical representation of the net increases and decreases in an account at a specific point in time. (ISO20022). . Banking: Amount available in an account for withdrawal or use.. Read more: http://www.businessdictionary.com/definition/balance.html. . Bookkeeping: Difference between the debit and credit sides of an account.. Read more: http://www.businessdictionary.com/definition/balance.html"	AccountBalance
Attribute	Account	""	AccountCurrency	""	AccountCurrency
Attribute	Account	""	AccountDescription	"A detailed explanation or commentary of account. . "	Text
Class	Account	Log	""	"A record of events/entries.. "	""
Class	RewardPoint	""	""	"A Point which a customer can collect for certain actions like making purchases"	""
Class	AccountEntry	""	""	"Entry means Posting to an account that results in an increase or decrease to a balance. (ISO20022). . An entry posted/booked in the account.  . "	""
Attribute	AccountEntry	""	AccountEntryAmount	"The amount of funds entered on the account. . has a plus or minus sign"	String
Attribute	AccountEntry	""	AccountEntryCurrency	"The currency in which the AccountEntryAmount is expressed"	String
Attribute	AccountEntry	""	AccountEntryPurpose	""	String
Attribute	AccountEntry	""	AccountEntryValueDate	""	String
Attribute	AccountEntry	""	AccountEntryStatus	""	String
Attribute	AccountEntry	""	Attribute	""	String
Class	AccountEntry	LogEntry	""	"Posting events to the log."	""
Class	FeeArrangement	""	""	"An arrangement which specifies to charge fees when banking transactions did take place, accompanied by the modalities to calculate and charge the fees and the related terms and conditions. "	""
Attribute	FeeArrangement	""	FeeType	"A classification of fee according to the type of service. . Type of service for which a charge is asked or paid. (ISO20022)"	FeeType
Attribute	FeeArrangement	""	FeeAmount	"Base amount that would be applied when the service is requested. . . "	Amount
Attribute	FeeArrangement	""	FeeRate	"Rate used to calculate the amount of the adjustment, allowance, charge or fee. (ISO20022)"	Rate
Attribute	FeeArrangement	""	FeeEffectivePeriod	"Period during which the fee is applicable. (ISO20022)"	DateTimePeriod
Attribute	FeeArrangement	""	FeeDueDate	"Date on which the fee needs to be paid.. - It is not nessessary a date and could be  expressed as a calander or formula or events that would be fulfiled. "	DateTime
Attribute	FeeArrangement	""	FeePlan	"An arranged FeeRatePlan. "	FeePlan
Class	FeeArrangement	CardPaymentArrangement	""	"An agreement established among the card holder and the card issuer to use the payment card for payment"	""
Class	FeeArrangement	CashServiceArrangement	""	"ServiceArrangement defined for cash financial instruments like FeeArrangement, DepositArrangement, ..."	""
Class	FeeArrangement	ProductSalesArrangement	""	"Arrangement whitin the product sales agreement"	""
Class	FeeArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	FeeArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	FeeArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	FeeArrangement	MerchantArrangement	""	"Arrangement within a merchant agreement"	""
Class	FeeArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	FeeArrangement	TermDepositAccountArrangement	""	""	""
Class	LimitArrangement	""	""	"An arrangement to limit something. e.g., the number of transaction per week, the amount of money allowed to withdraw per week/day and etc. "	""
Attribute	LimitArrangement	""	LimitType	"Nature of the limit."	LimitType
Attribute	LimitArrangement	""	LimitCurrency	"Currency unit used to specify the limit amount. (ISO20022)"	CurrencyCode
Attribute	LimitArrangement	""	LimitValidityPeriod	"Period at which the limit is effective. (ISO20022)"	DateTimePeriod
Attribute	LimitArrangement	""	LimitAmount	"Amount of money of the limit, expressed in a currency. (ISO20022)"	Amount
Attribute	LimitArrangement	""	LimitStatus	"Current status of the limit."	LimitStatus
Attribute	LimitArrangement	""	LimitRate	"Specifies that the limit is a percentage of a related amount. (ISO20022)"	Rate
Attribute	LimitArrangement	""	LimitFrequency	"Specifies the periodicity linked to a limit for example the periodicity can indicate that the limit can be reached daily or monthly. (ISO20022)"	Frequency
